marketplace_vendor_trust_snapshots,anon,SIUD
marketplace_vendor_trust_snapshots,authenticated,SIUD
marketplace_vendor_trust_snapshots,service_role,SIUD
marketplace_vendors,anon,SIUD
marketplace_vendors,authenticated,SIUD
marketplace_vendors,service_role,SIUD
marketplace_wishlists,anon,SIUD
marketplace_wishlists,authenticated,SIUD
marketplace_wishlists,service_role,SIUD
newsletter_set_updated_at(),anon,X
newsletter_set_updated_at(),authenticated,X
newsletter_set_updated_at(),service_role,X
normalize_phone(text),anon,X
normalize_phone(text),authenticated,X
normalize_phone(text),service_role,X
notification_delivery_log,anon,SIUD
notification_delivery_log,authenticated,SIUD
notification_delivery_log,service_role,SIUD
order_items,anon,SIUD
order_items,authenticated,SIUD
order_items,service_role,SIUD
order_status_history,anon,SIU
order_status_history,authenticated,SIU
order_status_history,service_role,SIUD
orders,anon,SIU
orders,authenticated,SIU
orders,service_role,SIUD
owner_profiles,anon,SIUD
owner_profiles,authenticated,SIUD
owner_profiles,service_role,SIUD
platform_countries,anon,SIUD
platform_countries,authenticated,SIUD
platform_countries,service_role,SIUD
platform_moderation_queue,anon,SIUD
platform_moderation_queue,authenticated,SIUD
platform_moderation_queue,service_role,SIUD
prevent_owner_property_status_change(),anon,X
prevent_owner_property_status_change(),authenticated,X
prevent_owner_property_status_change(),service_role,X
pricing_override_events,anon,SIUD
pricing_override_events,authenticated,SIUD
pricing_override_events,service_role,SIUD
pricing_quotes,anon,SIUD
pricing_quotes,authenticated,SIUD
pricing_quotes,service_role,SIUD
pricing_rule_books,anon,SIUD
pricing_rule_books,authenticated,SIUD
pricing_rule_books,service_role,SIUD
pricing_rules,anon,SIUD
pricing_rules,authenticated,SIUD
pricing_rules,service_role,SIUD
profiles,anon,SIUD
profiles,authenticated,SIUD
profiles,service_role,SIUD
property_agents,anon,SIUD
property_agents,authenticated,SIUD
property_agents,service_role,SIUD
property_amenities,anon,SIUD
property_amenities,authenticated,SIUD
property_amenities,service_role,SIUD
property_featured_campaigns,anon,SIUD
property_featured_campaigns,authenticated,SIUD
property_featured_campaigns,service_role,SIUD
property_inquiries,anon,SIUD
property_inquiries,authenticated,SIUD
property_inquiries,service_role,SIUD
property_listing_applications,anon,SIUD
property_listing_applications,authenticated,SIUD
property_listing_applications,service_role,SIUD
property_listing_media,anon,SIUD
property_listing_media,authenticated,SIUD
property_listing_media,service_role,SIUD
property_listings,anon,SIUD
property_listings,authenticated,SIUD
property_listings,service_role,SIUD
property_managed_records,anon,SIUD
property_managed_records,authenticated,SIUD
property_managed_records,service_role,SIUD
property_notifications,anon,SIUD
property_notifications,authenticated,SIUD
property_notifications,service_role,SIUD
property_role_memberships,anon,SIUD
property_role_memberships,authenticated,SIUD
property_role_memberships,service_role,SIUD
property_saved_listings,anon,SIUD
property_saved_listings,authenticated,SIUD
property_saved_listings,service_role,SIUD
property_settings,anon,SIUD
property_settings,authenticated,SIUD
property_settings,service_role,SIUD
property_viewing_requests,anon,SIUD
property_viewing_requests,authenticated,SIUD
property_viewing_requests,service_role,SIUD
protect_profile_sensitive_fields(),anon,X
protect_profile_sensitive_fields(),authenticated,X
protect_profile_sensitive_fields(),service_role,X
purge_completed_search_outbox(interval),anon,X
purge_completed_search_outbox(interval),authenticated,X
purge_completed_search_outbox(interval),service_role,X
push_subscriptions,anon,SIUD
push_subscriptions,authenticated,SIUD
push_subscriptions,service_role,SIUD
recently_viewed_items,anon,SIUD
recently_viewed_items,authenticated,SIUD
recently_viewed_items,service_role,SIUD
referral_programs,anon,SIUD
referral_programs,authenticated,SIUD
referral_programs,service_role,SIUD
referral_rewards,anon,SIUD
referral_rewards,authenticated,SIUD
referral_rewards,service_role,SIUD
referrals,anon,SIUD
referrals,authenticated,SIUD
referrals,service_role,SIUD
rls_auto_enable(),anon,X
rls_auto_enable(),authenticated,X
rls_auto_enable(),service_role,X
saved_items,anon,SIUD
saved_items,authenticated,SIUD
saved_items,service_role,SIUD
saved_items_sweep_expiry(),anon,X
saved_items_sweep_expiry(),authenticated,X
saved_items_sweep_expiry(),service_role,X
saved_items_touch_updated_at(),anon,X
saved_items_touch_updated_at(),authenticated,X
saved_items_touch_updated_at(),service_role,X
search_index_outbox,anon,SIUD
search_index_outbox,authenticated,SIUD
search_index_outbox,service_role,SIUD
search_workflow_targets,anon,SIUD
search_workflow_targets,authenticated,SIUD
search_workflow_targets,service_role,SIUD
set_row_updated_at(),anon,X
set_row_updated_at(),authenticated,X
set_row_updated_at(),service_role,X
set_status_updated_at(),anon,X
set_status_updated_at(),authenticated,X
set_status_updated_at(),service_role,X
set_updated_at(),anon,X
set_updated_at(),authenticated,X
set_updated_at(),service_role,X
staff_assignments,anon,SIUD
staff_assignments,authenticated,SIUD
staff_assignments,service_role,SIUD
staff_audit_logs,anon,SIUD
staff_audit_logs,authenticated,SIUD
staff_audit_logs,service_role,SIUD
staff_expenses,anon,SIUD
staff_expenses,authenticated,SIUD
staff_expenses,service_role,SIUD
staff_navigation_audit,anon,SIUD
staff_navigation_audit,authenticated,SIUD
staff_navigation_audit,service_role,SIUD
staff_notification_states,anon,SIUD
staff_notification_states,authenticated,SIUD
staff_notification_states,service_role,SIUD
staff_notifications,anon,SIUD
staff_notifications,authenticated,SIUD
staff_notifications,service_role,SIUD
studio_auth_email(),anon,X
studio_auth_email(),authenticated,X
studio_auth_email(),service_role,X
studio_brief_drafts,anon,SIUD
studio_brief_drafts,authenticated,SIUD
studio_brief_drafts,service_role,SIUD
studio_brief_files,anon,SIUD
studio_brief_files,authenticated,SIUD
studio_brief_files,service_role,SIUD
studio_briefs,anon,SIUD
studio_briefs,authenticated,SIUD
studio_briefs,service_role,SIUD
studio_client_invoices_v,anon,SIUD
studio_client_invoices_v,authenticated,SIUD
studio_client_invoices_v,service_role,SIUD
